occ_id,occ_title,sector,hisco,hisco_title,hisclass,hisclass_title,skill,skill_cat,manual,year,men,women,women2,total,total2
2324,Cooper,Manufacturing,81930,Cooper,7,Medium Skilled Workers,2,Medium,1,1930,180,3,3,183,183
2325,Coopers' workers,Manufacturing,81930,Cooper,7,Medium Skilled Workers,2,Medium,1,1870,342,0,0,342,342
2325,Coopers' workers,Manufacturing,81930,Cooper,7,Medium Skilled Workers,2,Medium,1,1880,391,0,0,391,391
2325,Coopers' workers,Manufacturing,81930,Cooper,7,Medium Skilled Workers,2,Medium,1,1890,422,0,0,422,422
2325,Coopers' workers,Manufacturing,81930,Cooper,7,Medium Skilled Workers,2,Medium,1,1900,655,1,1,656,656
2325,Coopers' workers,Manufacturing,81930,Cooper,7,Medium Skilled Workers,2,Medium,1,1910,944,3,3,947,947
2325,Coopers' workers,Manufacturing,81930,Cooper,7,Medium Skilled Workers,2,Medium,1,1920,783,0,0,783,783
2325,Coopers' workers,Manufacturing,81930,Cooper,7,Medium Skilled Workers,2,Medium,1,1930,517,3,3,520,520
2326,Cartwright,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1870,497,0,0,497,497
2326,Cartwright,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1880,698,0,0,698,698
2326,Cartwright,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1890,885,0,0,885,885
2326,Cartwright,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1900,1039,0,0,1039,1039
2326,Cartwright,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1910,850,0,0,850,850
2326,Cartwright,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1920,531,2,2,533,533
2326,Cartwright,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1930,398,6,6,404,404
2327,Cartwrights' workers,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1870,297,0,0,297,297
2327,Cartwrights' workers,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1880,293,0,0,293,293
2327,Cartwrights' workers,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1890,251,0,0,251,251
2327,Cartwrights' workers,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1900,597,0,0,597,597
2327,Cartwrights' workers,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1910,1075,0,0,1075,1075
2327,Cartwrights' workers,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1920,1148,0,0,1148,1148
2327,Cartwrights' workers,Manufacturing,81925,Cartwright,7,Medium Skilled Workers,2,Medium,1,1930,737,0,0,737,737
2328,Basket maker,Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1870,39,1,1,40,40
2328,Basket maker,Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1880,143,4,4,147,147
2328,Basket maker,Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1890,290,6,6,296,296
2328,Basket maker,Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1900,390,4,4,394,394
2328,Basket maker,Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1910,472,5,5,477,477
2328,Basket maker,Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1920,278,8,8,286,286
2328,Basket maker,Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1930,634,23,23,657,657
2329,"Basket maker, worker",Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1870,83,5,5,88,88
2329,"Basket maker, worker",Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1880,119,2,2,121,121
2329,"Basket maker, worker",Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1890,126,13,13,139,139
2329,"Basket maker, worker",Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1900,213,17,17,230,230
2329,"Basket maker, worker",Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1910,628,59,59,687,687
2329,"Basket maker, worker",Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1920,911,91,91,1002,1002
2329,"Basket maker, worker",Manufacturing,94220,Basket Maker,9,Lower Skilled Workers,3,Low,1,1930,658,88,88,746,746
2330,Cork cutter,Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1870,64,4,4,68,68
2330,Cork cutter,Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1880,146,13,13,159,159
2330,Cork cutter,Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1890,52,4,4,56,56
2330,Cork cutter,Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1900,13,0,0,13,13
2331,"Cork cutter, worker",Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1870,38,3,3,41,41
2331,"Cork cutter, worker",Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1880,6,15,15,21,21
2331,"Cork cutter, worker",Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1890,131,82,82,213,213
2331,"Cork cutter, worker",Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1900,228,77,77,305,305
2332,Wooden shoe maker,Manufacturing,81990,Other Cabinetmakers and Related Woodworkers,9,Lower Skilled Workers,3,Low,1,1890,153,0,0,153,153
2332,Wooden shoe maker,Manufacturing,81990,Other Cabinetmakers and Related Woodworkers,9,Lower Skilled Workers,3,Low,1,1900,345,0,0,345,345
2332,Wooden shoe maker,Manufacturing,81990,Other Cabinetmakers and Related Woodworkers,9,Lower Skilled Workers,3,Low,1,1910,616,1,1,617,617
2332,Wooden shoe maker,Manufacturing,81990,Other Cabinetmakers and Related Woodworkers,9,Lower Skilled Workers,3,Low,1,1920,572,3,3,575,575
2332,Wooden shoe maker,Manufacturing,81990,Other Cabinetmakers and Related Woodworkers,9,Lower Skilled Workers,3,Low,1,1930,585,1,1,586,586
2333,Wooden shoe worker,Manufacturing,81990,Other Cabinetmakers and Related Woodworkers,9,Lower Skilled Workers,3,Low,1,1910,584,12,12,596,596
2333,Wooden shoe worker,Manufacturing,81990,Other Cabinetmakers and Related Woodworkers,9,Lower Skilled Workers,3,Low,1,1920,1387,10,10,1397,1397
2333,Wooden shoe worker,Manufacturing,81990,Other Cabinetmakers and Related Woodworkers,9,Lower Skilled Workers,3,Low,1,1930,787,17,17,804,804
2334,"Manufacturer of veneer, plywood, panel, boxes",Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1930,31,1,1,32,32
2335,"Veneer, plywood, panel, boxes workers",Manufacturing,73200,"Sawyer, Plywood Maker or Related Wood-Processing Worker, Specialization Unknown",9,Lower Skilled Workers,3,Low,1,1930,1602,7,7,1609,1609
2398,Other wooden products manufacturers,Manufacturing,73290,"Other Sawyer, Plywood Makers and Related Wood-Processing Workers",9,Lower Skilled Workers,3,Low,1,1930,64,5,5,69,69
2399,Other wooden products manufacturers,Manufacturing,73200,"Sawyer, Plywood Maker or Related Wood-Processing Worker, Specialization Unknown",9,Lower Skilled Workers,3,Low,1,1930,1335,314,314,1649,1649
2400,Entrepreneurs within paper and graphical industry,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1930,661,33,33,694,694
2401,Paper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1880,33,1,1,34,34
2401,Paper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1890,68,1,1,69,69
2401,Paper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1900,81,5,5,86,86
2401,Paper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1910,56,0,0,56,56
2401,Paper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1920,136,1,1,137,137
2401,Paper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1930,0,0,0,0,0
2402,Paper manufacturing workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1880,901,96,96,997,997
2402,Paper manufacturing workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1890,2465,148,148,2613,2613
2402,Paper manufacturing workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1900,5485,245,245,5730,5730
2402,Paper manufacturing workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1910,5573,787,787,6360,6360
2402,Paper manufacturing workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1920,33615,2233,2233,35848,35848
2402,Paper manufacturing workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1930,12091,2182,2182,14273,14273
2403,Pulp manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1910,49,0,0,49,49
2403,Pulp manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1930,0,0,0,0,0
2404,Wood pulp factory worker,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1910,8607,177,177,8784,8784
2404,Wood pulp factory worker,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1930,26682,246,246,26928,26928
2405,Wallpaper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1880,48,0,0,48,48
2405,Wallpaper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1890,19,0,0,19,19
2405,Wallpaper manufacturers,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1900,7,0,0,7,7
2406,Wallpaper factory workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1880,21,8,8,29,29
2406,Wallpaper factory workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1890,41,10,10,51,51
2406,Wallpaper factory workers,Manufacturing,99930,Factory Worker,11,Unskilled Workers,4,Unskilled,1,1900,58,5,5,63,63
2407,Other paper manufacturers,Manufacturing,73490,Other Paper Makers,9,Lower Skilled Workers,3,Low,1,1930,23,3,3,26,26
2408,Other paper workers,Manufacturing,73490,Other Paper Makers,9,Lower Skilled Workers,3,Low,1,1930,691,735,735,1426,1426
2420,Book printer,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1870,204,4,4,208,208
2420,Book printer,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1880,225,2,2,227,227
2420,Book printer,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1890,215,9,9,224,224
2420,Book printer,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1900,254,5,5,259,259
2420,Book printer,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1910,287,7,7,294,294
2420,Book printer,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1920,501,22,22,523,523
2420,Book printer,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1930,410,30,30,440,440
2421,Book printing worker,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1880,1280,108,108,1388,1388
2421,Book printing worker,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1890,2043,161,161,2204,2204
2421,Book printing worker,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1900,3318,300,300,3618,3618
2421,Book printing worker,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1910,5989,735,735,6724,6724
2421,Book printing worker,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1920,9274,1238,1238,10512,10512
2421,Book printing worker,Manufacturing,92110,"Printer, General",7,Medium Skilled Workers,2,Medium,1,1930,11624,1256,1256,12880,12880
2422,Typesetter,Manufacturing,92120,Hand Compositor,7,Medium Skilled Workers,2,Medium,1,1870,1074,34,34,1108,1108
2423,Photographer,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1870,148,20,20,168,168
2423,Photographer,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1880,202,41,41,243,243
2423,Photographer,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1890,352,106,106,458,458
2423,Photographer,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1900,544,274,274,818,818
2423,Photographer,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1910,573,325,325,898,898
2423,Photographer,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1920,615,315,315,930,930
2423,Photographer,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1930,923,414,414,1337,1337
2424,Photographers' assistant,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1870,23,10,10,33,33
2424,Photographers' assistant,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1880,32,34,34,66,66
2424,Photographers' assistant,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1890,68,116,116,184,184
2424,Photographers' assistant,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1900,78,229,229,307,307
2424,Photographers' assistant,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1910,312,648,648,960,960
2424,Photographers' assistant,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1920,530,1059,1059,1589,1589
2424,Photographers' assistant,Manufacturing,16310,"Photographer, General",4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1930,660,970,970,1630,1630
2425,Bookbinder,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1870,384,6,6,390,390
2425,Bookbinder,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1880,459,17,17,476,476
2425,Bookbinder,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1890,610,8,8,618,618
2425,Bookbinder,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1900,710,28,28,738,738
2425,Bookbinder,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1910,530,51,51,581,581
2425,Bookbinder,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1920,386,44,44,430,430
2425,Bookbinder,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1930,405,51,51,456,456
2426,Bookbinders' workers,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1870,434,25,25,459,459
2426,Bookbinders' workers,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1880,535,125,125,660,660
2426,Bookbinders' workers,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1890,597,230,230,827,827
2426,Bookbinders' workers,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1900,775,420,420,1195,1195
2426,Bookbinders' workers,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1910,1648,1496,1496,3144,3144
2426,Bookbinders' workers,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1920,2243,3440,3440,5683,5683
2426,Bookbinders' workers,Manufacturing,92625,Bookbinder (Hand or Machine),7,Medium Skilled Workers,2,Medium,1,1930,2651,4259,4259,6910,6910
2427,Engraver,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1870,71,8,8,79,79
2427,Engraver,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1880,89,11,11,100,100
2427,Engraver,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1890,117,11,11,128,128
2427,Engraver,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1900,163,8,8,171,171
2427,Engraver,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1910,80,15,15,95,95
2428,Engravers' workers,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1870,11,0,0,11,11
2428,Engravers' workers,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1880,7,3,3,10,10
2428,Engravers' workers,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1890,7,3,3,10,10
2428,Engravers' workers,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1900,16,3,3,19,19
2428,Engravers' workers,Manufacturing,16150,Engraver and Etcher (Artistic),4,"Lower Professionals, and Clerical and Sales Personnel",2,Medium,0,1910,178,47,47,225,225
2429,Lithographer,Manufacturing,92250,Direct Lithographic Pressman,9,Lower Skilled Workers,3,Low,1,1880,266,8,8,274,274
2429,Lithographer,Manufacturing,92250,Direct Lithographic Pressman,9,Lower Skilled Workers,3,Low,1,1890,335,42,42,377,377
2429,Lithographer,Manufacturing,92250,Direct Lithographic Pressman,9,Lower Skilled Workers,3,Low,1,1900,395,55,55,450,450
2429,Lithographer,Manufacturing,92250,Direct Lithographic Pressman,9,Lower Skilled Workers,3,Low,1,1910,64,7,7,71,71
2430,Style caster,Manufacturing,72500,"Metal Moulder or Coremaker, Specialization Unknown",7,Medium Skilled Workers,2,Medium,1,1880,8,0,0,8,8
2430,Style caster,Manufacturing,72500,"Metal Moulder or Coremaker, Specialization Unknown",7,Medium Skilled Workers,2,Medium,1,1890,43,6,6,49,49
2430,Style caster,Manufacturing,72500,"Metal Moulder or Coremaker, Specialization Unknown",7,Medium Skilled Workers,2,Medium,1,1900,54,11,11,65,65
2431,Lithography worker,Manufacturing,92415,Lithographer,7,Medium Skilled Workers,2,Medium,1,1910,770,312,312,1082,1082
2498,Other graphic industry entrepreneurs,Manufacturing,92990,Other Printers and Related Workers,7,Medium Skilled Workers,2,Medium,1,1930,158,25,25,183,183
2499,Other graphic industry workers,Manufacturing,92990,Other Printers and Related Workers,7,Medium Skilled Workers,2,Medium,1,1930,1302,256,256,1558,1558
2500,Entrepreneurs within food and beverage industry,Manufacturing,21110,General Manager,1,Higher Managers,1,High,0,1930,1431,224,224,1655,1655
2501,Baker,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1870,968,261,261,1229,1229
2501,Baker,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1880,1394,369,369,1763,1763
2501,Baker,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1890,1833,758,758,2591,2591
2501,Baker,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1900,2320,1485,1485,3805,3805
2501,Baker,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1910,2544,2216,2216,4760,4760
2501,Baker,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1920,2394,1453,1453,3847,3847
2501,Baker,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1930,2623,2337,2337,4960,4960
2502,Bakery workers,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1870,1326,66,66,1392,1392
2502,Bakery workers,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1880,1853,17,17,1870,1870
2502,Bakery workers,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1890,2390,494,494,2884,2884
2502,Bakery workers,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1900,3150,782,782,3932,3932
2502,Bakery workers,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1910,5192,2353,2353,7545,7545
2502,Bakery workers,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1920,7633,4200,4200,11833,11833
2502,Bakery workers,Manufacturing,77610,"Baker, General",7,Medium Skilled Workers,2,Medium,1,1930,10927,6095,6095,17022,17022
2503,Pastry baker,Manufacturing,77630,Pastry Maker,7,Medium Skilled Workers,2,Medium,1,1870,171,60,60,231,231
2503,Pastry baker,Manufacturing,77630,Pastry Maker,7,Medium Skilled Workers,2,Medium,1,1880,194,66,66,260,260
2503,Pastry baker,Manufacturing,77630,Pastry Maker,7,Medium Skilled Workers,2,Medium,1,1890,281,109,109,390,390
2503,Pastry baker,Manufacturing,77630,Pastry Maker,7,Medium Skilled Workers,2,Medium,1,1900,404,124,124,528,528
2504,Pastry bakers' workers,Manufacturing,77630,Pastry Maker,7,Medium Skilled Workers,2,Medium,1,1870,146,46,46,192,192
2504,Pastry bakers' workers,Manufacturing,77630,Pastry Maker,7,Medium Skilled Workers,2,Medium,1,1880,212,16,16,228,228
2504,Pastry bakers' workers,Manufacturing,77630,Pastry Maker,7,Medium Skilled Workers,2,Medium,1,1890,273,154,154,427,427
2504,Pastry bakers' workers,Manufacturing,77630,Pastry Maker,7,Medium Skilled Workers,2,Medium,1,1900,425,224,224,649,649
2505,Miller,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1870,3480,53,53,3533,3533
2505,Miller,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1880,3807,44,44,3851,3851
2505,Miller,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1890,4048,49,49,4097,4097
2505,Miller,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1900,4296,80,80,4376,4376
2505,Miller,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1910,3790,54,54,3844,3844
2505,Miller,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1920,2436,76,76,2512,2512
2505,Miller,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1930,2200,70,70,2270,2270
2506,Millers' workers,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1870,2395,0,0,2395,2395
2506,Millers' workers,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1880,939,2,2,941,941
2506,Millers' workers,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1890,2242,6,6,2248,2248
2506,Millers' workers,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1900,3738,7,7,3745,3745
2506,Millers' workers,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1910,3955,29,29,3984,3984
2506,Millers' workers,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1920,5594,97,97,5691,5691
2506,Millers' workers,Manufacturing,77120,Grain Miller,7,Medium Skilled Workers,2,Medium,1,1930,4894,105,105,4999,4999
2507,Butcher,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1870,693,33,33,726,726
2507,Butcher,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1880,1073,42,42,1115,1115
2507,Butcher,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1890,1981,60,60,2041,2041
2507,Butcher,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1900,3058,92,92,3150,3150
2507,Butcher,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1910,3339,67,67,3406,3406
2507,Butcher,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1920,3252,96,96,3348,3348
2507,Butcher,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1930,3270,101,101,3371,3371
2508,Butchers' workers,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1870,95,2,2,97,97
2508,Butchers' workers,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1880,295,20,20,315,315
2508,Butchers' workers,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1890,845,152,152,997,997
2508,Butchers' workers,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1900,2006,157,157,2163,2163
2508,Butchers' workers,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1910,4020,299,299,4319,4319
2508,Butchers' workers,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1920,5750,378,378,6128,6128
2508,Butchers' workers,Manufacturing,77310,"Butcher, General",7,Medium Skilled Workers,2,Medium,1,1930,7431,518,518,7949,7949
2509,Brewer,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1870,404,7,7,411,411
2509,Brewer,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1880,416,10,10,426,426
2509,Brewer,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1890,559,12,12,571,571
2509,Brewer,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1900,983,12,12,995,995
2509,Brewer,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1910,973,23,23,996,996
2509,Brewer,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1920,683,31,31,714,714
2509,Brewer,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1930,612,34,34,646,646
2510,Brewery workers,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1870,327,10,10,337,337
2510,Brewery workers,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1880,682,55,55,737,737
2510,Brewery workers,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1890,1825,136,136,1961,1961
2510,Brewery workers,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1900,2923,403,403,3326,3326
2510,Brewery workers,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1910,3320,779,779,4099,4099
2510,Brewery workers,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1920,5127,1789,1789,6916,6916
2510,Brewery workers,Manufacturing,77810,"Brewer, General",7,Medium Skilled Workers,2,Medium,1,1930,6985,1689,1689,8674,8674
